|genres|app_name|release_date|id
98606|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Don’t Wanna Fight”|2017|590247
98607|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Hold On”|2017|590246
98608|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Gimme All Your Love”|2017|590248
98609|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Always Alright”|2017|590249
98610|['Action', 'Adventure', 'Indie']|Ashes|2017|654710
98611|['Action', 'Adventure', 'Indie', 'Early Access']|Smogland|2017|644150
98612|['Indie', 'RPG', 'Strategy']|Ticket to Earth|2017|636390
98613|['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']|Warsim: The Realm of Aslona|2017|659540
98615|['Action', 'Casual', 'Simulation']|Panzer Killer|2007|655440
98616|['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']|My Time At Portia|2018|666140
98617|['Adventure', 'Indie']|The Crown of Leaves|2018|604330
98618|['Action', 'Adventure', 'Indie', 'RPG']|Shattered God DEMO|2017|662850
98619|['Casual', 'Indie', 'Simulation']|Anomalies - Sights and Sounds|2017|665990
98620|['Adventure', 'Indie']|Your Smile Beyond Twilight - Original Soundtrack|2017|667250
98621|['Indie', 'RPG', 'Early Access']|Beached|2017|652560
98622|['Casual', 'Indie']|Turn your Destiny|2017|664080
98623|['Simulation']|OMSI 2 Add-on Downloadpack Vol. 2 - KI-Fahrzeuge|2017|663230
98624|['Racing', 'Simulation', 'Sports']|MXGP3 - Monster Energy SMX Riders Cup|2017|605560
98625|['Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access']|ESports Club|2017|656200
98626|['Racing']|Micro Machines World Series|2017|535850
98628|['Action', 'Casual', 'Indie']|In Game Adventure: Legend of Monsters|2017|640970
98629|['Indie', 'Strategy', 'Early Access']|Longsword - Tabletop Tactics|2017|428610
98630|['RPG']|This is not RPG|2017|663430
98631|['Sports']|Rugby League Live 4|2017|556480
98634|['Action', 'Adventure', 'Indie']|Cowboy's Adventure|2017|666960
98635|['Casual', 'Indie']|Time To Walk Alone|2017|664030
98636|['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|Emma (for Athopiu)|2017|658384
98637|['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|Emily (for Athopiu)|2017|658380
98638|['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|Jack (for Athopiu)|2017|658381
98639|['Simulation']|TANE DLC: Quinnimont Coal Drag|2017|613430
98640|['Indie', 'Strategy', 'Early Access']|King of the World|2017|615020
98641|['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']|Pure Hold'em - Ringleader Card Deck|2017|438951
98642|['Casual', 'Indie', 'Strategy']|The little vampir|2017|619380
98643|['Strategy']|The Horus Heresy: Battle of Tallarn - Underworld Campaign|2017|638760
98644|['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']|Anarchy Online: Music Collection|2017|663420
98646|['Casual']|Zombie Solitaire 2 Chapter 1|2017|623160
98647|['Adventure', 'Casual', 'Indie']|Dabda|2017|665600
98648|['Casual']|5 Star Rio Resort|2017|636050
98649|['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']|Zooicide|2017|622040
98651|['Education']|Family Tree Heritage™ Platinum 15 –  Mac|2017|644300
98652|['Adventure', 'Indie']|Three Twenty One|2017|646960
98655|['Simulation']|TANE DLC: Victorian Railways Type 4 DD Class Pack - Canadian Red|2017|612200
98656|['Action', 'Indie', 'Strategy']|RoboCritters|2017|569350
98657|['Simulation']|X-Plane 11 - Add-on: Aerosoft - Airport Southwest Florida Intl.|2017|623616
98658|['Action']|BULLET SOUL / バレットソウル - 弾魂 - Original Soundtrack|2017|651400
98659|['Action', 'Indie']|Potentia|2017|652530
98661|['Action', 'Adventure', 'Indie']|Insectophobia : Episode 1|2017|655250
98662|['Action', 'Indie']|THOTH Soundtrack|2017|667860
98663|['Adventure', 'Indie']|Three Twenty One - Extra Content|2017|649550
98664|['Adventure', 'Indie']|White Noise 2 - Okiku|2017|657350
98665|['Casual', 'Indie', 'Strategy']|symeCu8e|2017|641870
98666|['Action', 'Adventure', 'Indie']|Metamorfose S|2017|569290
98667|['Action', 'Indie']|Circuit Warz|2017|656620
98668|['Animation &amp; Modeling']|Live2DViewerEX - [Widget] Analog Clock (Deprecated)|2017|652840
98669|['Indie']|Stick Nightmare|2017|652610
98670|['Action', 'Casual', 'Indie', 'Strategy']|Trenches of War|2017|641860
98671|['Adventure', 'Indie', 'RPG', 'Strategy']|Monsters' Den: Godfall|2017|469720
98672|['Action', 'Indie']|2V Hoverbike|2017|665650
98673|['Adventure', 'Free to Play', 'RPG', 'Strategy']|HEX: Frostheart Bundle|2017|665580
98674|['Action', 'Adventure', 'Indie']|Time Gun / 时间枪|2017|650770
98676|['Indie', 'Strategy']|Refract|2017|666010
98677|['Strategy', 'Early Access']|Urban War Defense|2017|397760
98678|['Action', 'Adventure', 'Indie', 'Racing']|LOG the game|2017|645470
98680|['Simulation']|TS Marketplace: Miami – West Palm Beach Scenario Pack 01 Add-On|2017|562384
98681|['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']|Fading of Zarya 7|2018|596580
98682|['Action', 'Adventure', 'Indie']|Ben The Exorcist|2017|654020
98683|['Action', 'Indie']|Dawn of H'btakh|2016|661730
98684|['Adventure']|Red Spider Chronicle|2017|673340
98685|['Action']|SOYF: S#!T ON YOUR FRIENDS|2017|648880
98686|['Casual', 'Free to Play', 'Simulation', 'Sports']|Zaccaria Pinball - House of Diamonds 2017 Table|2017|673320
98688|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Gaming #6: Magical Beasts (Token Pack)|2017|666300
98689|['Action', 'Adventure', 'Indie', 'Simulation']|Dinosis Survival|2017|613270
98690|['Casual', 'Indie']|Queen of Seas - Original Sound Track|2017|672530
98691|['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']|Pixel Puzzles Ultimate - Puzzle Pack: Variety Pack 1|2017|591506
98692|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Gaming #7: Constructs, Elementals, & Fey (Token Pack)|2017|667370
98693|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Gaming #5: Dragons & Giants (Token Pack)|2017|665520
98694|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Gaming #9: Monstrous Humanoids & Outsiders (Token Pack)|2017|668090
98695|['Adventure', 'Indie', 'Simulation']|Spirits: Ciel Bleu|2017|671230
98696|['Casual', 'Indie']|SQR🔲 2|2017|654920
98697|['Adventure', 'Indie', 'RPG']|Hate Free Heroes RPG|2017|514540
98698|['Adventure', 'Casual', 'Simulation']|"Libra of the Vampire Princess: Lycoris & Aoi in ""The Promise"" PLUS Iris in ""Homeworld"""|2017|644680
98701|['Action', 'Adventure', 'Simulation', 'Strategy']|Steampunk Action Battle Simulator|2017|662400
98703|['Action', 'Casual', 'Indie']|Hooligan Vasja: Halloween|2017|655460
98704|['Action', 'Casual', 'Indie']|Hard Man|2017|655310
98705|['Casual', 'Indie', 'Strategy']|Boom-Bahh|2017|655300
98706|['Action', 'Casual', 'Indie', 'Massively Multiplayer']|Cowboy Revenge|2017|659350
98707|['Action', 'Casual', 'Indie']|Dreamals: Dream Quest|2017|658770
98708|['Casual', 'Indie']|Fantasy Mosaics 16: Six Colors in Wonderland|2016|658800
98709|['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']|Pixel Puzzles Ultimate - Puzzle Pack: China|2017|591502
98710|['Action', 'Indie']|Labyrinth Escape|2017|654950
98711|['Action', 'Casual', 'Indie']|Deep Horizon|2017|651170
98712|['Action', 'Indie']|Robot Shield|2017|628400
98714|['Casual', 'Indie', 'Simulation']|Against the Gradient|2017|664660
98715|['Casual', 'Strategy']|LOGistICAL - Canada|2017|635761
98716|['Adventure', 'Casual', 'Indie']|tho_maz|2017|668560
98718|['Action', 'Indie', 'Early Access']|Still Not Dead|2017|337290
98719|['Casual', 'Indie']|Thin Judgment|2017|661460
98720|['Adventure', 'Casual', 'Indie']|Selenon Rising - Episode 2|2017|463950
98721|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Dungeons & Dragons: Shackles of Blood|2017|670030
98722|['Action', 'Indie']|BATTLECREW Space Pirates - Unlimited|2017|653090
98723|['Action', 'Free to Play', 'Indie']|BATTLECREW™ Space Pirates|2017|411480
98724|['Action', 'Indie']|BATTLECREW Space Pirates : All Pirates Skins|2017|658860
98725|['Adventure', 'Casual']|Danse Macabre: Crimson Cabaret Collector's Edition|2017|647930
98726|['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']|Of Guards and Thieves - Map Workshop|2017|666200
98727|['Adventure', 'Casual', 'Indie']|Gray Skies, Dark Waters Soundtrack & Art Book|2017|632160
98728|['Indie', 'Strategy']|Antihero|2017|505640
98729|['Indie', 'Strategy']|Antihero Book Club Characters|2017|652490
98730|['Indie', 'Strategy']|Antihero - Soundtrack|2017|596460
98733|['Action', 'Indie', 'Early Access']|Recession|2017|510360
98734|['Casual', 'Indie']|Girls and Quiz|2017|664420
98735|['Casual', 'Indie']|MIND REFLECTION ⬛ Inside the Black Mirror Puzzle|2017|662730
98736|['Action', 'Adventure', 'Indie']|One Bit|2015|669760
98737|['Action', 'Casual']|Graze Counter|2017|629440
98740|['Action', 'Adventure', 'Indie', 'RPG']|Spaceship Looter - Soundtrack|2017|675400
98741|['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']|Nova Blitz|2017|388370
98742|['Indie', 'Strategy']|868-HACK - PLAN.B|2017|646930
98744|['Action', 'Adventure', 'Indie']|Derelict Fleet|2017|666060
98745|['Action', 'Adventure', 'Indie']|Wonder Boy: The Dragon's Trap - Original Soundtrack|2017|649330
98746|['Adventure', 'Indie']|A Tale of Caos: Overture - Act III|2017|667710
98747|['Indie']|Tungulus|2017|636470
98748|['Action', 'Indie', 'Strategy']|Awesomenauts - Pyromancer Smiles Skin|2017|497621
98749|['Action', 'Adventure', 'Indie', 'Racing']|Insane Road|2017|648260
98750|['Action', 'Casual', 'Indie', 'Sports']|VR Sports - Table Tennis|2017|647371
98751|['Casual', 'Indie', 'Strategy']|UniOne|2017|661480
98752|['Indie']|THE 2048|2017|674310
98753|['Action', 'Casual']|Lode Runner Legacy|2017|628660
98754|['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']|Dracula's Library|2017|656310
98755|['Free to Play', 'Simulation', 'Sports']|Trophy Fishing 2|2017|645260
98756|['Casual']|Travel Riddles: Trip To Italy|2017|659950
98757|['Simulation']|Train Simulator: Mighty Seddin Freight Route Add-On|2017|562372
98758|['Simulation']|Train Simulator: Aerotrain Streamlined Train Add-On|2017|500248
98759|['Casual', 'Indie']|aMAZE 3D|2017|667300
98760|['Strategy']|Game of Emperors|2017|647430
98761|['Casual', 'Indie']|qop|2017|654900
98762|['Adventure', 'Indie']|The Lion's Song: Episode 4 - Closure|2017|477030
98763|['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']|LSDriver 2|2017|655130
98765|['Adventure', 'Casual', 'Indie']|Soulslayer～灭魂·误佳期～|2017|466810
98768|['Indie']|YANKAI'S PEAK.|2017|654910
98769|['Adventure', 'Casual', 'Indie']|All You Can Eat|2017|663240
98771|['Adventure', 'Free to Play', 'RPG', 'Strategy']|Steam Starter Pack|2017|668710
98772|['Action', 'Adventure', 'Casual', 'Indie']|A Goo Adventure|2017|655470
98773|['Adventure', 'Free to Play', 'Indie', 'RPG']|Origin Of Destiny - Donation #2|2017|581750
98774|['Action', 'Adventure', 'Indie', 'Simulation']|Dude Simulator|2017|654990
98775|['Adventure', 'Free to Play', 'RPG', 'Strategy']|Steam Fleet Commander Pack|2017|668714
98776|['Free to Play', 'Indie', 'Simulation']|World of Guns: Shotguns Pack #1|2017|674300
98777|['Casual', 'Indie']|Puzzle One|2017|585920
98778|['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|Metal as Phuk|2017|662210
98779|['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy']|Antisphere|2017|489570
98780|['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']|Rento Fortune - Online Dice Board Game|2017|663390
98781|['Action', 'Indie']|Super Rocket Shootout|2017|630160
98782|['Action', 'Indie', 'RPG']|Crash Force®|2017|535690
98783|['Action']|救う(SHE SAVE)|2017|657260
98784|['Strategy']|Gettysburg: The Tide Turns|2017|602510
98785|['Adventure', 'Casual']|Shrouded Tales: Revenge of Shadows Collector's Edition|2017|647940
98786|['Action']|Suicide Guy|2017|303610
98787|['Casual', 'Indie']|Numberline 2|2017|654970
98788|['Action', 'Indie', 'Simulation']|Squadron: Sky Guardians|2017|673570
98789|['Indie']|Fallen Cube|2017|670370
98790|['Indie', 'Simulation', 'Strategy']|Ultimate General: Civil War|2017|502520
98791|['Action', 'Indie']|Serial Cleaner|2017|522210
98792|['Action', 'Adventure', 'Indie']|Block Survival: Legend of the Lost Islands|2017|641980
98794|['Action', 'Indie']|German Fortress 3D|2017|664350
98795|['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']|Space of Darkness|2017|666310
98796|['Free to Play', 'Indie']|OLDTV|2017|643270
98797|['Casual', 'Indie', 'Simulation', 'Strategy']|Survival Tycoon™|2017|667920
98798|['Casual', 'Indie', 'Simulation']|Castaway Home Designer|2017|656560
98799|['Action', 'Indie', 'Strategy']|M.A.C.E. Tower Defense|2017|660320
98800|['Casual']|Travel Riddles: Trip To France|2017|659940
98801|['Adventure', 'Indie', 'RPG']|Canvas Quest|2017|659260
98802|['Action', 'Adventure', 'Indie']|Persian: The Great Lamp Heist|2017|660970
98803|['Casual', 'Indie']|Flow:The Sliding|2017|661000
98804|['Adventure', 'Indie', 'RPG']|Invasion of Barbarians|2017|663730
98806|['Casual', 'Indie', 'Strategy']|Professor Watts Word Search: Into The Ocean|2017|658430
98807|['Adventure', 'Casual', 'Indie']|BOUNCED|2017|656360
98808|['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']|The Slimeking's Tower|2017|458660
98809|['Action']|THE WALL 墙|2017|635070
98810|['Indie', 'RPG', 'Simulation', 'Strategy']|Proviant|2017|659090
98811|['Action', 'Adventure', 'Indie', 'RPG']|Trapped Summoner - Taigren`s Secrets|2017|679950
98812|['Casual', 'Indie']|Fantasy Mosaics 17: New Palette|2016|659890
98813|['Action', 'Adventure', 'Indie', 'RPG']|The Initial Original Sound Track|2017|671950
98814|['Action', 'Casual', 'Indie']|Grav Blazer|2017|657590
98815|['Adventure', 'Indie']|Yonder: The Cloud Catcher Chronicles|2017|580200
98816|['Casual', 'Indie']|StopTime Drive|2017|664050
98817|['Casual', 'Simulation']|Farmington Tales|2017|667820
98818|['Adventure']|NoserLand|2017|678250
98819|['Action', 'Indie']|Project MALLOW|2017|654010
98820|['Casual', 'Indie']|Indie Friends Pack|2017|667750
98821|['Action', 'Adventure', 'RPG']|Vickinachi|2017|652550
98822|['Action', 'Free to Play', 'Indie']|Grimoire: Manastorm - Fire Class|2017|436920
98823|['Action', 'Free to Play', 'Indie']|Grimoire: Manastorm - Earth Class|2017|426980
98824|['Action', 'Free to Play', 'Indie']|Grimoire: Manastorm - Nether Class|2017|426960
98825|['Action', 'Free to Play', 'Indie']|Grimoire: Manastorm - Lightning Class|2017|428820
98826|['Action', 'Free to Play', 'Indie']|Grimoire: Manastorm - Nature Class|2017|428821
98827|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Spin Doctors - “Little Miss Can’t Be Wrong”|2017|637700
98828|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Supergrass - “Alright”|2017|637701
98829|['Action', 'Indie']|Aeternum|2017|454750
98830|['Action', 'Indie']|Aeternum - Original Sound Track|2013|669940
98832|['Casual', 'Indie', 'Simulation']|Flix and Chill 2: Millennials|2017|657120
98835|['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']|Ragnarok RE:START|2017|660330
98836|['Action', 'Casual', 'Indie']|Super Flipside|2017|659170
98837|['Action', 'Casual', 'Indie']|Lunaform|2017|597190
98838|['Simulation']|Hand Simulator|2017|657200
98839|['Adventure', 'Indie']|Den vänstra handens stig|2017|491370
98840|['Adventure', 'Simulation', 'Strategy']|Hack Time|2017|526450
98841|['Action', 'Casual', 'Indie']|Hell Quest|2017|657770
98842|['Casual', 'Indie', 'Strategy']|Ballistic Attack|2017|657740
98843|['Indie', 'RPG', 'Early Access']|Tangledeep|2017|628770
98844|['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']|Unlimited|2017|672220
98845|['Action', 'Indie', 'Early Access']|Marble Masters: The Pit|2017|665630
98846|['Adventure', 'Casual', 'Indie', 'Early Access']|Obscure - Challenge Your Mind™|2017|670440
98847|['Action', 'Adventure', 'Indie']|Slime-san: Blackbird's Kraken|2017|649820
98848|['Action', 'Massively Multiplayer']|Just Cause™ 3: Multiplayer Mod|2017|619910
98850|['Action', 'Casual', 'Indie']|Symbiotic Overload|2017|659820
98852|['Adventure', 'Casual']|Tiny Tales: Heart of the Forest|2017|637060
98853|['Design &amp; Illustration']|Punch! Landscape Design for Mac v19|2017|583870
98854|['Action', 'Early Access']|PWND|2017|553660
98855|['Simulation']|Ironclads 2: Caroline Islands War 1885|2017|647840
98856|['Adventure', 'Indie']|Formless Adventure|2017|666260
98857|['Casual', 'Indie', 'Simulation']|Dream Daddy: A Dad Dating Simulator|2017|654880
98858|['Simulation', 'Early Access']|Flight Unlimited 2K18|2017|667520
98859|['Strategy']|Talisman: The Horus Heresy - Shadow Crusade|2017|635341
98860|['Adventure', 'Casual', 'Indie', 'RPG']|Dark Descent: The Blue Rose|2017|676800
98861|['Casual']|Circle Ball|2017|668070
98863|['Action', 'Indie']|Overdriven Reloaded - Special Edition Upgrade|2017|612000
98864|['Adventure', 'Casual', 'Indie']|Crazy Ball Adventures|2017|655080
98866|['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']|Tabletop Simulator - Three Kingdoms Redux|2017|610692
98867|['Adventure', 'Casual', 'Indie']|The Theodore Adventures|2017|656940
98868|['Action', 'Sports']|HOCKEY SPACE|2017|655640
98869|['Action', 'Indie']|Intrusion Protocol|2017|659040
98871|['Action']|Mysterious Adventure of Michael|2017|670340
98873|['Indie', 'Early Access']|Juke|2017|665780
98874|['Indie']|The Dungeon Power|2017|669960
98876|['Free to Play', 'Indie']|Book Of Potentia 2|2017|665740
98877|['Action', 'Adventure', 'Indie']|Shadow Bug|2017|656550
98878|['Action', 'Adventure', 'Casual', 'Indie']|The Moon Night|2017|680120
98879|['RPG']|Archangel|2017|661520
98880|['Adventure', 'Indie', 'Simulation']|Cognizant Protocol|2017|664440
98881|['Adventure', 'Casual', 'Indie']|Family cobweb|2017|670810
98882|['Adventure', 'Indie', 'Early Access']|Sullen: Light is Your Friend|2017|525460
98883|['Adventure', 'RPG']|Princess Sahirah is a Spoiled Brat!|2017|671490
98885|['Action', 'Adventure', 'Indie']|Virus Z|2017|666290
98886|['Action', 'Indie']|The Cerberus Project: Horde Arena FPS|2017|662870
98887|['Casual', 'Indie']|Fantasy Mosaics 18: Explore New Colors|2016|660030
98888|['Adventure', 'Casual', 'Indie']|The Automatician|2017|657700
98889|['RPG']|Dragons' Twilight|2017|658050
98890|['Action', 'Casual', 'Indie', 'Simulation']|The Tritan Initiative|2017|656290
98891|['Casual', 'Indie']|Dysfunctional Systems: Orientation|2017|337890
98892|['Adventure', 'Indie']|Disturbed 2|2018|617620
98894|['Action', 'Adventure', 'Indie']|ROAD OF DANGER|2017|661570
98895|['Strategy', 'Early Access']|Fable Fortune|2017|469830
98896|['Indie', 'Simulation']|Cycle (轮回)|2017|663060
98897|['Action', 'Indie', 'Massively Multiplayer', 'Strategy']|Airmen|2017|647740
98899|['Free to Play', 'Massively Multiplayer', 'RPG']|Tree of Savior - Reset Pack for NA Servers|2017|682380
98900|['Free to Play', 'Massively Multiplayer', 'RPG']|Tree of Savior - Reset Pack for SEA Servers|2017|682400
98901|['Free to Play', 'Massively Multiplayer', 'RPG']|Tree of Savior - Reset Pack for SA Servers|2017|682410
98902|['Free to Play', 'Massively Multiplayer', 'RPG']|Tree of Savior - Reset Pack for EU Servers|2017|682390
98903|['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']|Colorless Life|2017|670430
98904|['Action', 'Indie']|Super Cloudbuilt|2017|463700
98905|['Action']|Fate/EXTELLA - Transient Casual|2017|626546
98906|['Action']|Fate/EXTELLA - Black Bushin Super Skeleton|2017|626545
98907|['Action']|Fate/EXTELLA - Flower Co-ordinator|2017|626544
98908|['Action']|Fate/EXTELLA - Young Lancer|2017|626543
98909|['Action']|Fate/EXTELLA - British Waiter|2017|626542
98910|['Action']|Fate/EXTELLA - Mr. Li's Ruffian Get-Up|2017|626541
98911|['Action', 'Indie', 'RPG']|Pyre|2017|462770
98912|['Action', 'Indie', 'RPG']|Pyre: Original Soundtrack|2017|643390
98913|['Action']|Fate/EXTELLA - Slash and Connect|2017|626540
98914|['Action']|Fate/EXTELLA - Summer Memory|2017|626535
98915|['Action']|Fate/EXTELLA - Mecha Lady Medusa|2017|626534
98916|['Action']|Fate/EXTELLA - Cheerleader|2017|626533
98917|['Action']|Fate/EXTELLA - Girl from Orléans|2017|626536
98918|['Action']|Fate/EXTELLA - Altera Next Door|2017|626532
98919|['Action']|Fate/EXTELLA - Spring Casual|2017|626531
98920|['Adventure']|LEGO® Worlds: Classic Space Pack|2017|641000
98921|['Action']|Fate/EXTELLA - Deep Crimson Dress|2017|626530
98922|['Action']|Fate/EXTELLA - April Magical|2017|626523
98923|['Action']|Fate/EXTELLA - Mysterious Heroine Outfit|2017|626521
98924|['Action']|Fate/EXTELLA - Original Mythic Outfit|2017|626522
98925|['Action']|Fate/EXTELLA - Gorgon Variant|2017|626520
98926|['Action']|Fate/EXTELLA - Sable Mage Outfit|2017|623200
98927|['Action']|Fate/EXTELLA - Charming Bunny|2017|623198
98928|['Action']|Fate/EXTELLA - Sweet Room Dream|2017|623197
98929|['Action']|Fate/EXTELLA - Gravure Vacances|2017|623196
98930|['Action']|Fate/EXTELLA - Praise My Charming Beauty|2017|623195
98931|['Action']|Fate/EXTELLA - Resort Vacances|2017|623194
98932|['Action']|Fate/EXTELLA - Black Speedo|2017|623193
98933|['Action']|Fate/EXTELLA - Vacances d'été|2017|623191
98934|['Action']|Fate/EXTELLA - Rose Vacances|2017|623190
98935|['Action', 'Adventure', 'Casual', 'Indie']|Golden Fever|2017|676590
98936|['Action']|Fate/EXTELLA - Casual Vacances|2017|623192
98938|['Indie', 'Simulation', 'Strategy']|Mogo Invasion|2017|673540
98939|['Adventure', 'RPG']|Sojourner|2017|652800
98940|['Indie']|Blind Men|2017|657290
98941|['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Utilities']|CUR3D Maker Edition|2017|668660
98942|['Casual', 'Strategy']|Onirim - Crossroads and Dead Ends expansion|2017|651480
98943|['Casual', 'Free to Play', 'Strategy']|Onirim - Solitaire Card Game|2017|651470
98944|['Casual', 'Strategy']|Onirim - The Door to the Oniverse expansion|2017|651481
98945|['Adventure', 'Indie', 'RPG']|Lepofrenia OST|2017|679040
98946|['Action', 'Indie']|Tragedy of Prince Rupert|2017|611850
98947|['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']|Galactic Junk League - Cyber Launch Pack|2017|682460
98948|['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']|Galactic Junk League|2017|562590
98949|['Action', 'Casual', 'Indie']|Vostok Inc.|2017|656460
98950|['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']|Galactic Junk League - Pirate Launch Pack|2017|682520
98951|['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']|Galactic Junk League - Starter Launch Pack|2017|682540
98952|['Indie', 'Sports']|Canadian Football 2017|2017|664650
98953|['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']|UnnyWorld - Battle Royale|2017|446270
98954|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Underworld Races & Classes (5E)|2017|674920
98955|['Indie', 'Simulation']|Aerofly FS 2 - Q400|2017|684610
98956|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Underworld Races & Classes (PFRPG)|2017|674950
98958|['Casual', 'Indie']|Runes of Avalon - Path of Magic|2017|637110
98959|['Adventure', 'Indie']|Doctor Kvorak's Obliteration Game - Original Soundtrack|2017|671820
98960|['Animation &amp; Modeling', 'Audio Production', 'Design &amp; Illustration', 'Utilities', 'Video Production', 'Web Publishing']|Stream Avatars|2017|665300
98961|['Action', 'Indie', 'RPG', 'Strategy']|Solstice Chronicles: MIA|2017|528160
98962|['RPG', 'Strategy']|Pathfinder Adventures - Upgrade to Obsidian Edition|2017|682600
98963|['Adventure', 'Indie']|The Low Road|2017|603700
98964|['Casual']|Crime Solitaire 2: The Smoking Gun|2014|672720
98965|['Action', 'Indie', 'Early Access']|Witchkin|2017|682170
98966|['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']|Citadel: Forged with Fire|2017|487120
98967|['Indie', 'RPG']|Brave Path|2017|669310
98969|['Adventure', 'Casual']|Mayan Prophecies: Cursed Island Collector's Edition|2017|678430
98970|['Adventure', 'Indie', 'Strategy', 'Early Access']|Purgatory II|2017|576120
98971|['Action', 'Casual', 'Indie']|GravNewton|2017|549100
98974|['Action', 'Adventure']|Piece of Memory|2017|674420
98976|['Casual', 'Indie']|SUDOKU|2017|681170
98977|['Action', 'Free to Play', 'Massively Multiplayer', 'Racing']|Crossout|2017|386180
98978|['Action', 'Indie', 'Strategy', 'Early Access']|Sky Knights|2017|595430
98979|['Adventure', 'Casual', 'Indie']|Sokoban Land DX|2017|670850
98980|['Casual', 'Indie']|Sokoban Land DX - PaperToys|2017|684110
98981|['Indie', 'RPG']|Galaxy of Pen & Paper|2017|349790
98982|['Simulation', 'Strategy']|Command LIVE - Pole Positions|2017|670700
98983|['Strategy']|Tank Battle: Pacific|2017|665310
98985|['Casual', 'Indie', 'Simulation']|Rat Simulator|2017|596950
98986|['Action']|Call of Duty®: Modern Warfare® Remastered|2017|393080
98989|['Indie']|ClickRaid - Supporter Pack|2017|658910
98990|['Adventure', 'Indie', 'RPG']|The Hero Unmasked!|2017|684060
98991|['Animation &amp; Modeling', 'Design &amp; Illustration']|Fighter Creator|2017|665680
98992|['Indie', 'Simulation', 'Early Access']|Cybermotion|2017|623380
98993|['Indie']|Super Lovely Planet|2017|588540
98994|['Action', 'Free to Play']|Blacksquad - FOUNDER'S PACKAGE|2017|654172
98995|['Action', 'Adventure']|Call of Duty®: Black Ops III - C.O.D.E. Double Duty Pack|2017|660850
98996|['Adventure', 'Casual', 'Indie']|Tailwind|2017|674800
98997|['Casual', 'Indie']|SolarGun|2017|553340
98998|['Casual', 'Indie']|aMAZE ZER0|2017|679660
98999|['Action', 'Adventure', 'Indie']|Alien Splatter Redux|2017|673300
99000|['Casual', 'Indie', 'Strategy']|VITATIO|2017|659560
99002|['Free to Play', 'Strategy']|Atlas Reactor - Adventure Freelancer Five Pack|2017|682200
99003|['Adventure', 'Casual']|Dark Parables: Queen of Sands Collector's Edition|2017|678440
99004|['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']|Legends of Ellaria|2017|621070
99005|['Adventure', 'Indie']|Wizhood|2017|662640
99006|['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']|Zombie Town|2017|666600
